rank,fit,score,company,title,url,source,location,fit_reason,job_market,seniority,stack_signals,published_at,report_group
11,Excelente,100,CI&T,"[Job 29232] Senior Node/React Developer, Brazil",<https://himalayas.app/companies/ci-t/jobs/job-29232-senior-node-react-developer-brazil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,javascript; typescript; reactjs; node; express; docker; microservices; html-css; platform; backend; api; java; jest,2026-05-20T14:25:13.000Z,senior
12,Excelente,100,Domaine,Senior Front end Engineer (Contractor),<https://himalayas.app/companies/domaine/jobs/senior-front-end-engineer-contractor-9946665420>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,javascript; typescript; reactjs; html-css; graphql; architecture; platform; frontend; api; java,2026-05-19T10:03:40.000Z,senior
13,Excelente,100,CI&T,"[Job- 29190] Senior Developer .Net, Brazil",<https://himalayas.app/companies/ci-t/jobs/job-29190-senior-developer-net-brazil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,typescript; microservices; azure; architecture; cloud; platform; backend; api; python,2026-05-18T02:06:45.000Z,senior
14,Excelente,100,Cambium Learning Group,Senior Database Engineer II,<https://himalayas.app/companies/cambium-learning-group/jobs/senior-database-engineer-ii>,himalayas,Remote,Brazil-friendly remote,brazil_friendly,Senior,aws; typescript; express; docker; microservices; kubernetes; distributed systems; architecture; cloud; api; go,2026-05-19T07:46:37.000Z,senior
15,Excelente,100,CI&T,"[Job-29286] Senior Fullstack Developer, Brazil",<https://himalayas.app/companies/ci-t/jobs/job-29286-senior-fullstack-developer-brazil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; javascript; typescript; reactjs; node; postgres; redis; gcp; azure; kubernetes; architecture; cloud; platform; api; go; java,2026-05-12T06:47:40.000Z,senior
16,Excelente,100,CI&T,[Job 29283] SR Python Backend Developer Backend Python Sr,<https://himalayas.app/companies/ci-t/jobs/job-29283-sr-python-backend-developer-backend-python-sr>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,typescript; redis; docker; kubernetes; architecture; platform; backend; api; go; python,2026-05-12T19:20:17.000Z,senior
17,Excelente,100,Common Forge Ventures,"Senior Full-Stack Developer, AI Augmented Engineering",<https://www.getonbrd.com/jobs/senior-fullstack-developer-ai-augmented-engineering-common-forge-ventures-remote>,getonboard,"Remote / Central America, South America",LATAM remote,latam,Senior,aws; terraform; javascript; typescript; reactjs; node; postgres; docker; gcp; azure; cloud; platform; backend; frontend; python,2026-05-20T18:32:22.000Z,senior
18,Excelente,100,Consensys,Senior Software Engineer - MetaMask (Networks),<https://himalayas.app/companies/consensys-io/jobs/senior-software-engineer-metamask-networks>,himalayas,"Remote / Afghanistan, Albania, Algeria, Andorra, Angola, Anguilla, Antarctica, Antigua and Barbuda, Argentina, Armenia, Aruba, Austria, Azerbaijan, Bahamas, Bahrain, Barbados, Belarus, Belgium, Belize, Benin, Bermuda, Bolivia, Bonaire, Sint Eustatius and Saba, Bosnia and Herzegovina, Botswana, Bouvet Island, Brazil, Bulgaria, Burkina Faso, Burundi, Cabo Verde, Cameroon, Cayman Islands, Central African Republic, Chad, Chile, Colombia, Comoros, Congo, Congo, The Democratic Republic of the, Cook Islands, Costa Rica, Croatia, Cuba, Curaçao, Cyprus, Czechia, Côte d'Ivoire, Denmark, Djibouti, Dominica, Dominican Republic, Ecuador, Egypt, El Salvador, Equatorial Guinea, Eritrea, Estonia, Eswatini, Ethiopia, Falkland Islands (Malvinas), Faroe Islands, Finland, France, French Guiana, French Southern Territories, Gabon, Gambia, Georgia, Germany, Ghana, Gibraltar, Greece, Greenland, Grenada, Guadeloupe, Guatemala, Guernsey, Guinea, Guinea-Bissau, Guyana, Haiti, Heard Island and McDonald Islands, Holy See (Vatican City State), Honduras, Hungary, Iceland, Iran, Iraq, Ireland, Isle of Man, Israel, Italy, Jamaica, Jersey, Jordan, Kazakhstan, Kenya, Kuwait, Kyrgyzstan, Latvia, Lebanon, Lesotho, Liberia, Libya, Liechtenstein, Lithuania, Luxembourg, Madagascar, Malawi, Mali, Malta, Martinique, Mauritania, Mauritius, Mayotte, Mexico, Moldova, Monaco, Montenegro, Montserrat, Morocco, Mozambique, Namibia, Netherlands, Nicaragua, Niger, Nigeria, North Macedonia, Norway, Oman, Palestine, State of, Panama, Paraguay, Peru, Poland, Portugal, Puerto Rico, Qatar, Romania, Russian Federation, Rwanda, Réunion, Saint Barthélemy, Saint Helena, Ascension and Tristan da Cunha, Saint Kitts and Nevis, Saint Lucia, Saint Martin (French part), Saint Pierre and Miquelon, Saint Vincent and the Grenadines, San Marino, Sao Tome and Principe, Saudi Arabia, Senegal, Serbia, Seychelles, Sierra Leone, Sint Maarten (Dutch part), Slovakia, Slovenia, Somalia, South Africa, South Georgia and the South Sandwich Islands, South Sudan, Spain, Sudan, Suriname, Svalbard and Jan Mayen, Sweden, Switzerland, Syrian Arab Republic, Tajikistan, Tanzania, Togo, Trinidad and Tobago, Tunisia, Turkey, Turkmenistan, Turks and Caicos Islands, Uganda, Ukraine, United Arab Emirates, United Kingdom, United States, Uruguay, Uzbekistan, Venezuela, Virgin Islands, British, Virgin Islands, U.S., Western Sahara, Yemen, Zambia, Zimbabwe, Åland Islands",Brazil-friendly remote,brazil_friendly,Senior,javascript; typescript; reactjs; react-native; express; scrum; platform; backend; api; go; java,2026-05-19T18:48:07.000Z,senior
19,Excelente,100,Truelogic,Senior Back-End Engineer (Rust) - Software,<https://himalayas.app/companies/truelogic-io/jobs/senior-back-end-engineer-rust-software-634812424>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; typescript; docker; microservices; gcp; kubernetes; distributed systems; cloud; backend; api; python; java,2026-05-20T10:41:02.000Z,senior
20,Excelente,100,Motorola Solutions,Senior Software Engineer Full-Stack Typescript/NodeJS,<https://himalayas.app/companies/motorola-solutions/jobs/senior-software-engineer-full-stack-typescript-nodejs>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; javascript; typescript; reactjs; node; microservices; micro-frontends; scrum; gcp; azure; architecture; cloud; platform; backend; frontend; api; go; java,2026-05-11T20:31:48.000Z,senior
21,Excelente,100,CI&T,"[Job - 28927] Senior Software Developer, Brazil",<https://himalayas.app/companies/ci-t/jobs/job-28927-senior-software-developer-brazil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,typescript; microservices; azure; architecture; cloud; platform; backend; python; java,2026-05-21T04:46:28.000Z,senior
22,Excelente,100,Thanx,Senior Software Developer,<https://himalayas.app/companies/thanx/jobs/senior-software-developer-4888623553>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; terraform; typescript; reactjs; react-native; express; platform; backend; frontend; api; go,2026-05-18T06:29:41.000Z,senior
23,Excelente,100,Customer.io,Senior Software Engineer - Email Channel,<https://himalayas.app/companies/customer-io/jobs/senior-software-engineer-email-channel>,himalayas,"Remote / Anguilla, Antigua and Barbuda, Argentina, Aruba, Bahamas, Barbados, Belize, Bermuda, Bolivia, Brazil, Canada, Chile, Colombia, Costa Rica, Cuba, Curaçao, Dominica, Dominican Republic, Ecuador, El Salvador, Greenland, Grenada, Guatemala, Guyana, Haiti, Honduras, Jamaica, Mexico, Nicaragua, Panama, Paraguay, Peru, Puerto Rico, Saint Kitts and Nevis, Saint Lucia, Saint Vincent and the Grenadines, Suriname, Trinidad and Tobago, United States, Uruguay, Venezuela",Brazil-friendly remote,brazil_friendly,Senior,aws; typescript; reactjs; gcp; distributed systems; architecture; cloud; platform; backend; frontend; api; go,2026-05-14T13:43:51.000Z,senior
24,Excelente,100,CI&T,"[Job-29342] Desenvolvedor Frontend Sênior (Angular/NextJs), Brasil",<https://himalayas.app/companies/ci-t/jobs/job-29342-desenvolvedor-frontend-senior-angular-nextjs-brasil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,javascript; typescript; microservices; architecture; cloud; platform; backend; frontend; api,2026-05-20T03:29:10.000Z,senior
25,Excelente,100,Surefire Cyber,Senior Software Engineer (AI Software & Operations),<https://himalayas.app/companies/surefire-cyber/jobs/senior-software-engineer-ai-software-operations>,himalayas,Remote,Brazil-friendly remote,brazil_friendly,Senior,aws; terraform; typescript; reactjs; express; kubernetes; architecture; platform; backend; frontend; api; go; python,2026-05-20T19:43:57.000Z,senior
26,Excelente,100,PVcase,Senior Software Engineer (.NET),<https://himalayas.app/companies/pvcase/jobs/senior-software-engineer-net>,himalayas,"Remote / Algeria, Argentina, Australia, Austria, Bangladesh, Belgium, Bolivia, Brazil, Bulgaria, Canada, Chile, Colombia, Costa Rica, Croatia, Cuba, Czechia, Denmark, Dominican Republic, Egypt, El Salvador, Finland, France, Germany, Ghana, Greece, Guatemala, Haiti, Honduras, Hungary, India, Indonesia, Ireland, Israel, Italy, Jamaica, Kenya, Malaysia, Morocco, Netherlands, New Zealand, Nicaragua, Nigeria, Norway, Pakistan, Panama, Paraguay, Peru, Philippines, Poland, Portugal, Romania, Russian Federation, Saudi Arabia, Serbia, Singapore, Slovakia, South Africa, Spain, Sri Lanka, Sweden, Switzerland, Thailand, Tunisia, Turkey, Ukraine, United Arab Emirates, United Kingdom, United States, Uruguay, Venezuela, Vietnam",Brazil-friendly remote,brazil_friendly,Senior,aws; typescript; reactjs; scrum; azure; kubernetes; architecture; cloud; platform; backend; frontend; go,2026-05-16T23:30:11.000Z,senior
27,Excelente,100,Alpaca,Senior Software Engineer - Platform,<https://himalayas.app/companies/alpaca/jobs/senior-software-engineer-platform>,himalayas,"Remote / Brazil, Canada, Hungary, Japan, Nigeria, United Kingdom, United States",Brazil-friendly remote,brazil_friendly,Senior,terraform; typescript; postgres; gcp; kubernetes; cloud; platform; backend; api; go,2026-05-19T20:31:01.000Z,senior
28,Excelente,100,WeFit,Desenvolvedor(a) Node.js Sênior Temporário,<https://www.programathor.com.br/jobs/33486-desenvolvedor-a-node-js-senior-temporario>,browser_mcp,Remoto,Brazil-based or Remote Brazil,brazil,Senior,javascript; node,,senior
29,Excelente,100,CI&T,[Job - 29247] Senior Fullstack Developer (Node.js/React) - Vaga afirmativa para,<https://himalayas.app/companies/ci-t/jobs/job-29247-senior-fullstack-developer-node-js-react-vaga-afirmativa-para>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; javascript; typescript; nestjs; reactjs; node; microservices; architecture; cloud; go,2026-05-07T12:52:04.000Z,senior
30,Excelente,100,CI&T,[Job - 29293] Desenvolvedor Fullstack Pleno/Sênior (Java e Angular),<https://himalayas.app/companies/ci-t/jobs/job-29293-desenvolvedor-fullstack-pleno-senior-java-e-angular>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,javascript; typescript; reactjs; node; docker; microservices; micro-frontends; scrum; azure; architecture; cloud; platform; backend; frontend; api; java; sonarqube,2026-05-09T10:51:24.000Z,senior
31,Excelente,100,Sensedia,Fullstack Developer (React + Angular) | Sênior,<https://himalayas.app/companies/sensedia/jobs/fullstack-developer-react-angular-senior>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; javascript; typescript; reactjs; node; microservices; micro-frontends; html-css; scrum; gcp; azure; architecture; cloud; backend; frontend; api; go; java; cypress; jest,2026-05-17T16:36:44.000Z,senior
32,Excelente,100,Riverside,Senior Full Stack Engineer,<https://himalayas.app/companies/riverside/jobs/senior-full-stack-engineer>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; javascript; typescript; nestjs; reactjs; node; distributed systems; architecture; platform; backend; frontend; api; go; java,2026-05-15T19:44:27.000Z,senior
33,Excelente,100,Fortis Games,Sr. Software Engineer (Automation tools),<https://himalayas.app/companies/fortis-games/jobs/sr-software-engineer-automation-tools-197414960>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; typescript; express; cloud; platform; python,2026-05-21T03:44:27.000Z,senior
34,Excelente,100,CI&T,"[Job - 29206] Senior Back-End Developer, Brazil",<https://himalayas.app/companies/ci-t/jobs/job-29206-senior-back-end-developer-brazil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; typescript; docker; microservices; scrum; azure; kubernetes; architecture; cloud; platform; backend; frontend; api; java,2026-05-17T15:07:12.000Z,senior
35,Excelente,100,Truelogic,Senior Full-stack Engineer (React/Node/TypeScript) - Technology,<https://himalayas.app/companies/truelogic-io/jobs/senior-full-stack-engineer-react-node-typescript-technology-6889531438>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,javascript; typescript; reactjs; node; cloud; go; python; java,2026-05-12T12:52:44.000Z,senior
36,Excelente,100,CI&T,[Job-29117] Senior React Native Developer,<https://himalayas.app/companies/ci-t/jobs/job-29117-senior-react-native-developer>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,typescript; reactjs; react-native; architecture; platform,2026-05-07T13:34:54.000Z,senior
37,Excelente,100,CI&T,"[Job - 29172] Mid Level/ Senior Backend Developer Java , Brasil (Exclusiva p/ M",<https://himalayas.app/companies/ci-t/jobs/job-29172-mid-level-senior-backend-developer-java-brasil-exclusiva-p-m>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; typescript; node; docker; microservices; scrum; kubernetes; architecture; cloud; platform; backend; api; go; python; java,2026-05-13T06:26:34.000Z,senior
38,Excelente,100,M3 USA,Senior Full Stack Developer,<https://himalayas.app/companies/m3-com/jobs/senior-full-stack-developer>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; javascript; typescript; reactjs; node; postgres; docker; scrum; azure; kubernetes; platform; frontend; api; go; java,2026-05-19T13:00:41.000Z,senior
39,Excelente,100,CI&T,"[Job- 29227] Senior Salesforce & Fullstack Engineer (Cloud Communications), Braz",<https://himalayas.app/companies/ci-t/jobs/job-29227-senior-salesforce-fullstack-engineer-cloud-communications-braz>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; terraform; javascript; typescript; reactjs; node; scrum; architecture; cloud; platform; backend; api; go; python; java,2026-05-11T12:14:57.000Z,senior
40,Excelente,100,CI&T,[Job - 29036] SR Fullstack Web Developer,<https://himalayas.app/companies/ci-t/jobs/job-29036-sr-fullstack-web-developer>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; javascript; typescript; reactjs; node; architecture; platform; backend; frontend; api; go,2026-05-11T19:22:13.000Z,senior
41,Excelente,100,Capco,Senior Fullstack Developer - Remoto com INGLES,<https://himalayas.app/companies/capco/jobs/senior-fullstack-developer-remoto-com-ingles>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,javascript; typescript; reactjs; express; postgres; html-css; scrum; backend; frontend; api; java,2026-05-12T01:08:02.000Z,senior
42,Excelente,100,Truelogic,Senior Full-Stack Engineer (Node + React) - Fintech SaaS | Brazil,<https://himalayas.app/companies/truelogic-io/jobs/senior-full-stack-engineer-node-react-fintech-saas-brazil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; terraform; javascript; typescript; reactjs; node; scrum; kubernetes; cloud; backend; frontend,2026-05-12T10:19:17.000Z,senior
43,Excelente,100,Truelogic,Senior Full-Stack Engineer (Node/React) - Real Estate,<https://himalayas.app/companies/truelogic-io/jobs/senior-full-stack-engineer-node-react-real-estate-3339731670>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; javascript; typescript; reactjs; node; postgres; azure; cloud; platform; backend; frontend; api; python,2026-05-20T12:42:46.000Z,senior
44,Excelente,100,"Zoom Communications, Inc.",Senior Software Engineer,<https://himalayas.app/companies/zoom-communications-inc/jobs/senior-software-engineer-5858830393>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,typescript; reactjs; postgres; microservices; architecture; platform; backend; frontend; api,2026-05-20T22:16:21.000Z,senior
45,Excelente,100,Nuuvem Inc,Lead Developer (Ruby),<https://himalayas.app/companies/nuuvem-inc/jobs/lead-developer-ruby>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Lead,aws; javascript; typescript; node; postgres; redis; docker; html-css; scrum; architecture; api; go; python; java,2026-05-15T06:08:26.000Z,senior
46,Excelente,100,Jitterbit,Senior Software Engineer – Cloud Applications,<https://himalayas.app/companies/jitterbit/jobs/senior-software-engineer-cloud-applications>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; javascript; typescript; node; docker; microservices; html-css; kubernetes; distributed systems; architecture; cloud; platform; backend; api; go; java,2026-05-19T04:09:44.000Z,senior
47,Excelente,100,OEC,"Senior Software Engineer, Platform (Full Stack)",<https://himalayas.app/companies/oec/jobs/senior-software-engineer-platform-full-stack>,himalayas,Remote,Brazil-friendly remote,brazil_friendly,Senior,aws; typescript; reactjs; scrum; distributed systems; architecture; cloud; platform; backend; frontend; api; go,2026-05-17T20:16:23.000Z,senior
48,Excelente,100,Newfold Digital,"Desenvolvedor AEM, Senior",<https://himalayas.app/companies/newfold-digital/jobs/desenvolvedor-aem-senior>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,javascript; typescript; html-css; platform; backend; frontend; go; java,2026-05-19T06:32:27.000Z,senior
49,Excelente,100,CI&T,"[Job-29341] Developer Fullstack (Java) Sênior, Brasil",<https://himalayas.app/companies/ci-t/jobs/job-29341-developer-fullstack-java-senior-brasil>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,aws; typescript; reactjs; cloud; platform; java,2026-05-19T20:05:18.000Z,senior
50,Excelente,100,CI&T,"[Job- 29182] Senior Frontend Developer React, Brasil (copy)",<https://himalayas.app/companies/ci-t/jobs/job-29182-senior-frontend-developer-react-brasil-copy>,himalayas,Remote / Brazil,Brazil-based or Remote Brazil,brazil,Senior,javascript; typescript; reactjs; platform; frontend; api; java,2026-05-09T04:40:18.000Z,senior
